# 0b7e170c-4ac2-4650-9e27-73e94ef8bc21
# da39a3ee5e6b4b0d3255bfef95601890afd80709
# s_m; x_m; y_m; psi_rad; kappa_radpm; vx_mps; ax_mps2
1647.9638164; 89679.5106102; 43156.8275266; 2.8741574; -0.0862895; 9.3776159; 0.5597033
1649.9637725; 89678.8142657; 43154.9435463; 2.6996715; -0.0890035; 9.4962331; -0.8827270
1651.9637286; 89677.8059618; 43153.2310890; 2.5187774; -0.0899319; 9.3084700; -1.9166915
1653.9636846; 89676.5088675; 43151.7198494; 2.3496125; -0.0791811; 8.8871264; -0.3424996
1655.9636407; 89674.9834596; 43150.4296981; 2.1980667; -0.0731399; 8.8097132; 0.3001216
1657.9635968; 89673.2826587; 43149.3699177; 2.0632299; -0.0590559; 8.8775845; 0.8405762
1659.9635529; 89671.4726040; 43148.5220517; 1.9577141; -0.0499480; 9.0649731; 1.4387519
1661.9635090; 89669.5902050; 43147.8609234; 1.8604049; -0.0467016; 9.3770261; 2.3738459
1663.9634651; 89667.6707878; 43147.3705386; 1.7886141; -0.0252568; 9.8703493; -1.5238546
1665.9634212; 89665.7288120; 43146.9748290; 1.7651827; 0.0042603; 9.5565951; -4.0827284
1667.9633773; 89663.7303510; 43146.5520927; 1.8019043; 0.0279357; 8.6601359; -6.8811936
1669.9633333; 89661.7560322; 43146.0234899; 1.8668483; 0.0400385; 6.8901222; -3.1149015
1671.9632894; 89659.8274308; 43145.3005363; 2.0336264; 0.1661330; 5.9173011; 0.2464529
1673.9632455; 89658.4567086; 43144.1258657; 2.5880749; 0.3011854; 6.0000201; 2.2607276
1675.9632016; 89657.6884306; 43142.2853177; 2.8099467; 0.0289177; 6.7114047; 2.4713194
1677.9631577; 89657.0840942; 43140.3308465; 2.8773719; 0.0404769; 7.4113436; 2.9017361
1679.9631138; 89656.6440704; 43138.3689097; 2.9650400; 0.0436007; 8.1568808; 3.3290011
1681.9630699; 89656.3759665; 43136.3881606; 3.0447795; 0.0294373; 8.9359060; 3.8565622
1683.9630260; 89656.2216344; 43134.3907364; 3.0745994; 0.0005796; 9.7609593; -3.0038408
1685.9629820; 89656.0721771; 43132.3700681; 3.0546366; -0.0193836; 9.1247590; -4.5484623
1687.9629381; 89655.8449292; 43130.3895718; 2.9902533; -0.0494239; 8.0664600; -4.8300424
1689.9628942; 89655.4246470; 43128.4575796; 2.8506404; -0.0905678; 6.7637290; -0.8873123
1691.9628503; 89654.6722769; 43126.5992567; 2.6593948; -0.1018456; 6.4960649; 1.0804855
1693.9628064; 89653.5663738; 43124.9530902; 2.4309008; -0.1288063; 6.8206089; 1.9829047
1695.9627625; 89652.1002893; 43123.6398462; 2.1739225; -0.1225447; 7.3791701; 2.0749139
1697.9627186; 89650.3154286; 43122.6946143; 1.9494608; -0.0987484; 7.9215923; 1.5449017
1699.9626747; 89648.4021724; 43122.1291591; 1.7715987; -0.0842573; 8.3024753; 1.4112718
1701.9626308; 89646.4003359; 43121.8976049; 1.6001781; -0.0846291; 8.6357431; 1.3322254
1703.9625868; 89644.4136057; 43122.0060907; 1.4327019; -0.0828030; 8.9389509; 1.3162295
1705.9625429; 89642.4643295; 43122.4377204; 1.2763429; -0.0730218; 9.2287402; 1.5304694
1707.9624990; 89640.5979713; 43123.1473497; 1.1427768; -0.0606748; 9.5546527; 1.7937228
1709.9624551; 89638.8229700; 43124.0837261; 1.0310783; -0.0514591; 9.9230098; 2.2674164
1711.9624112; 89637.1610797; 43125.1952464; 0.9328033; -0.0476117; 10.3699368; 3.0453617
1713.9623673; 89635.6125945; 43126.4621892; 0.8373014; -0.0472803; 10.9415158; 3.7402107
1715.9623234; 89634.2034734; 43127.8520284; 0.7505412; -0.0371537; 11.6050542; 4.5013662
1717.9622795; 89632.8788227; 43129.3643849; 0.6942519; -0.0190473; 12.3564700; 5.4877678
1719.9622355; 89631.6282956; 43130.9117601; 0.6691660; -0.0068379; 13.2148758; 6.1867004
1721.9621916; 89630.3871511; 43132.4938534; 0.6628329; -0.0018752; 14.1201700; 6.8914548
1723.9621477; 89629.1580928; 43134.0737111; 0.6596693; -0.0012525; 15.0646744; 7.6417815
1725.9621038; 89627.9329931; 43135.6557131; 0.6587192; 0.0003074; 16.0471452; 7.6937554
1727.9620599; 89626.7079127; 43137.2356841; 0.6608939; 0.0018572; 16.9789639; 7.6489945
1729.9620160; 89625.4768306; 43138.8112823; 0.6661333; 0.0032642; 17.8572260; 5.0698275
1731.9619721; 89624.2371554; 43140.3808849; 0.6699439; 0.0005459; 18.4162804; -2.9553906
1733.9619282; 89622.9949702; 43141.9501885; 0.6682337; -0.0023278; 18.0924869; -9.8822879
1735.9618842; 89621.7618497; 43143.5231008; 0.6605241; -0.0053469; 16.9649580; -9.7245566
1737.9618403; 89620.5397443; 43145.1139235; 0.6494830; -0.0056956; 15.7769587; -8.9342984
1739.9617964; 89619.3417546; 43146.7099615; 0.6390301; -0.0035334; 14.6005485; -8.1697150
1741.9617525; 89618.1547197; 43148.3140693; 0.6365663; -0.0003852; 13.4349498; -7.4295125
1743.9617086; 89616.9796670; 43149.9216587; 0.6210005; -0.0148686; 12.2792702; -6.3612275
1745.9616647; 89615.8481026; 43151.5700307; 0.5770499; -0.0300991; 11.1953618; -5.4889932
1747.9616208; 89614.8123065; 43153.2937236; 0.4994378; -0.0469039; 10.1676268; -4.3673553
1749.9615769; 89613.9448650; 43155.0997297; 0.3909975; -0.0622191; 9.2688509; -4.9680257
1751.9615329; 89613.3102656; 43157.0062714; 0.2426112; -0.0893947; 8.1264956; -5.1716710
1753.9614890; 89613.0332184; 43158.9677207; 0.0234395; -0.1331890; 6.7345157; -1.3646912
1755.9614451; 89613.2673600; 43160.9473979; -0.2663634; -0.1556566; 6.3162533; -0.9955915
1757.9614012; 89614.1089194; 43162.8052121; -0.5696480; -0.1186452; 5.9927271; -0.4156308
1759.9613573; 89615.3489587; 43164.3494227; -0.7843553; -0.1424535; 5.8523748; 2.0323892
1761.9613134; 89616.9816469; 43165.3539072; -1.3128139; -0.2896147; 6.5099669; 1.5139693
1763.9612695; 89618.9369994; 43165.4214102; -1.7090033; -0.1349161; 6.9595556; 1.1678539
1765.9612256; 89620.8882438; 43164.9284596; -1.9089527; -0.0803346; 7.2874362; 1.1469201
1767.9611816; 89622.7605469; 43164.0848652; -2.0866328; -0.0982195; 7.5956768; 1.2453888
1769.9611377; 89624.3886601; 43162.9307896; -2.2885561; -0.0990725; 7.9168019; 1.5520775
1771.9610938; 89625.7560752; 43161.4954966; -2.4645500; -0.0769981; 8.2996341; 1.8389500
1773.9610499; 89626.8956547; 43159.8521443; -2.6004576; -0.0601195; 8.7315270; 2.6919346
1775.9610060; 89627.8326825; 43158.0839166; -2.7012276; -0.0395495; 9.3277578; 3.4910593
1777.9609621; 89628.6232896; 43156.2542979; -2.7613878; -0.0248609; 10.0484326; 4.3451491
1779.9609182; 89629.3244742; 43154.3780370; -2.8041948; -0.0178814; 10.8789343; 6.1194703
1781.9608743; 89629.9618754; 43152.4820398; -2.8256224; -0.0036364; 11.9510901; 3.1174840
1783.9608304; 89630.5864533; 43150.5771096; -2.8201395; 0.0075286; 12.4618706; -0.8168370
1785.9607864; 89631.2362708; 43148.6900130; -2.7970579; 0.0157327; 12.3300828; -4.4590156
1787.9607425; 89631.9462853; 43146.8158307; -2.7602305; 0.0207990; 11.5842682; -4.0881173
1789.9606986; 89632.7291002; 43144.9846191; -2.7118735; 0.0305271; 10.8555590; -3.4682698
1791.9606547; 89633.6270404; 43143.1959036; -2.6361644; 0.0444049; 10.1965869; -3.0017742
1793.9606108; 89634.6723109; 43141.5076398; -2.5334001; 0.0589121; 9.5897629; -2.6634387
1795.9605669; 89635.9206266; 43139.9359663; -2.4054205; 0.0641800; 9.0172075; -2.3114614
1797.9605230; 89637.3581437; 43138.5400362; -2.2773840; 0.0648691; 8.4890747; -4.5654238
1799.9604791; 89639.0224288; 43137.3464847; -2.0770751; 0.1524162; 7.3350593; -3.3095835
1801.9604351; 89640.8591039; 43136.7627427; -1.6430760; 0.2366311; 6.3690699; -0.8560930
1803.9603912; 89642.8393122; 43136.9906794; -1.3184540; 0.0922180; 6.0943215; -0.6482444
1805.9603473; 89644.7736363; 43137.6934898; -1.1044122; 0.1478884; 5.8777405; -0.2138266
1807.9603034; 89646.2912350; 43138.8982570; -0.6454407; 0.2794678; 5.8045281; 0.7106931
1809.9602595; 89647.0686212; 43140.6545596; -0.2310692; 0.1638790; 6.0444401; 1.6561875
1811.9602156; 89647.2259324; 43142.6791422; 0.0642593; 0.1249242; 6.5696165; 1.6901144
1813.9601717; 89646.8894702; 43144.6329564; 0.2633232; 0.0834177; 7.0654207; 2.3119012
1815.9601278; 89646.2110850; 43146.5484242; 0.4063175; 0.0519395; 7.6920460; 2.9079185
1817.9600838; 89645.3492848; 43148.3493328; 0.4748310; 0.0184970; 8.4142136; 4.5412337
1819.9600399; 89644.3968043; 43150.1177408; 0.5136836; 0.0196793; 9.4320478; 5.5554000
1821.9599960; 89643.3888062; 43151.8283187; 0.5495914; 0.0147428; 10.5444127; 6.6303406
1823.9599521; 89642.3222042; 43153.5232710; 0.5711040; 0.0069968; 11.7347952; 7.2118153
1825.9599082; 89641.2330238; 43155.1974125; 0.5811922; 0.0031384; 12.9055045; 7.4464845
1827.9598643; 89640.1297356; 43156.8689835; 0.5853994; 0.0023956; 14.0120423; 7.6349344
1829.9598204; 89639.0191452; 43158.5335957; 0.5918826; 0.0041636; 15.0624167; 7.3116513
1831.9597765; 89637.8912455; 43160.1923846; 0.6035288; 0.0075239; 16.0038233; 2.9090385
1833.9597325; 89636.7419581; 43161.8298545; 0.6205608; 0.0080284; 16.3633205; -1.5943973
1835.9596886; 89635.5726399; 43163.4412417; 0.6340286; 0.0049459; 16.1672759; -7.8114350
1837.9596447; 89634.3907858; 43165.0422091; 0.6348078; -0.0040168; 15.1702259; -6.8687300
1839.9596008; 89633.2113356; 43166.6580577; 0.6303765; 0.0065093; 14.2359207; -6.1751208
1841.9595569; 89632.0020218; 43168.2688794; 0.6646455; 0.0267956; 13.3402210; -5.7857146
1843.9595130; 89630.7127752; 43169.8149855; 0.7293183; 0.0383552; 12.4426343; -5.2437473
1845.9594691; 89629.3174055; 43171.2517714; 0.8101631; 0.0330005; 11.5691235; -4.7741296
1847.9594252; 89627.8522650; 43172.5799513; 0.8510992; 0.0174207; 10.7120735; -4.4537505
1849.9593813; 89626.3122578; 43173.8414864; 0.9326201; 0.0613407; 9.8455020; -3.2506897
1851.9593373; 89624.6522717; 43174.9266166; 1.0393722; 0.0343190; 9.1614101; -4.0896245
1853.9592934; 89622.8598307; 43175.9247820; 1.0752384; 0.0030713; 8.2202978; -6.7743687
1855.9592495; 89621.0965794; 43176.8912332; 1.0528563; -0.0301971; 6.3621079; -3.2051684
1857.9592056; 89619.5140970; 43178.0577908; 0.6607629; -0.4604269; 5.2588995; -0.8451999
1859.9591617; 89619.0249308; 43179.8285447; 0.0013352; -0.1703146; 4.9269969; 0.1152209
1861.9591178; 89619.3033026; 43181.9254984; -0.2394032; -0.0981949; 4.9735472; 0.8275530
1863.9590739; 89620.0177962; 43183.7906960; -0.5211217; -0.1828382; 5.2958769; 1.0916930
1865.9590300; 89621.2864602; 43185.2639586; -0.8922004; -0.1635026; 5.6932405; 1.3707756
1867.9589860; 89623.0274545; 43186.2870073; -1.1730471; -0.1223341; 6.1559703; 1.2534906
1869.9589421; 89624.9927658; 43186.8525331; -1.4012669; -0.1038880; 6.5505589; 1.4623139
1871.9588982; 89626.9715570; 43186.9789273; -1.6182959; -0.1172111; 6.9827609; 2.1198574
1873.9588543; 89628.9273184; 43186.6651138; -1.8312322; -0.0865379; 7.5655927; 3.6360541
1875.9588104; 89630.7768156; 43186.0343065; -1.9531272; -0.0396134; 8.4724312; 3.8456888
1877.9587665; 89632.6154826; 43185.2404379; -1.9920787; -0.0056307; 9.3361934; 3.4533492
1879.9587226; 89634.4596046; 43184.4136159; -1.9873584; 0.0097600; 10.0487612; -1.5842967
1881.9586787; 89636.3414722; 43183.6133292; -1.9537648; 0.0239539; 9.7283376; -2.9057613
1883.9586347; 89638.2234303; 43182.9241749; -1.8797463; 0.0542825; 9.1114084; -3.9833284
1885.9585908; 89640.1223686; 43182.4573060; -1.7285125; 0.1010500; 8.1905311; -0.6962627
1887.9585469; 89642.1027251; 43182.3421500; -1.5356958; 0.0824126; 8.0187162; 2.1174813
1889.9585030; 89644.0645123; 43182.5481126; -1.4043386; 0.0574432; 8.5305069; 2.8604927
1891.9584591; 89646.0356547; 43182.9919887; -1.2971547; 0.0483124; 9.1766698; 2.5410980
1893.9584152; 89647.9462074; 43183.6238800; -1.2080579; 0.0409900; 9.7147021; 1.5577701
1895.9583713; 89649.7972239; 43184.3954182; -1.1543984; 0.0109042; 10.0302732; -1.3661311
1897.9583274; 89651.6397527; 43185.2119780; -1.1616977; -0.0144102; 9.7540748; -5.5647837
1899.9582834; 89653.4803954; 43185.9667667; -1.2076681; -0.0328313; 8.5371734; -7.1614168
1901.9582395; 89655.4092104; 43186.6090469; -1.3008128; -0.0622336; 6.6511873; -3.3897566
1903.9581956; 89657.3514549; 43186.9788748; -1.4952173; -0.1525129; 5.5389136; -1.0550950
1905.9581517; 89659.2801830; 43186.7833252; -1.8634419; -0.2012164; 5.1438581; -0.8515684
1907.9581078; 89661.0484704; 43185.8215071; -2.2737739; -0.1903176; 4.8013620; 0.1804558
1909.9580639; 89662.3434273; 43184.2844904; -2.5986827; -0.1586017; 4.8759496; 0.1766804
1911.9580200; 89663.0444686; 43182.3754209; -3.0144815; -0.2585266; 4.9478875; 0.1090644
1913.9579761; 89662.7522314; 43180.5313669; 2.6858156; -0.2833781; 4.9917771; 0.8583307
1915.9579321; 89661.5450923; 43178.9675173; 2.3444192; -0.1026509; 5.3245738; 1.9711958
1917.9578882; 89659.9534378; 43177.6771433; 2.1666379; -0.0783365; 6.0196094; 3.1919398
1919.9578443; 89658.2260780; 43176.6771187; 2.0319794; -0.0560959; 7.0002268; 4.6514765
1921.9578004; 89656.4067559; 43175.8754251; 1.9509612; -0.0237907; 8.2224493; 2.9706807
1923.9577565; 89654.5237079; 43175.1524975; 1.9332187; 0.0038758; 8.9157801; -2.7847245
1925.9577126; 89652.6578879; 43174.4218008; 1.9620353; 0.0253783; 8.2675560; -5.2682697
1927.9576687; 89650.8309535; 43173.5826202; 2.0594840; 0.0783129; 6.8760356; -3.7392058
1929.9576248; 89649.1718800; 43172.4790360; 2.2708428; 0.1182585; 5.6853646; -0.9197670
1931.9575809; 89647.8146279; 43171.0216940; 2.5187457; 0.1369601; 5.3520448; 2.1280971
1933.9575369; 89646.8684472; 43169.2265533; 2.7872721; 0.1219728; 6.0956201; 2.3145065
1935.9574930; 89646.4164079; 43167.3169901; 3.0398600; 0.1396563; 6.8128120; 1.8057802
1937.9574491; 89646.4700281; 43165.4034875; -2.9616957; 0.2105381; 7.3237538; 1.3600932
1939.9574052; 89647.2833100; 43163.5643029; -2.5003295; 0.1682259; 7.6861969; 0.8987173
1941.9573613; 89648.6773398; 43162.1067816; -2.2877082; 0.0702853; 7.9165910; 0.7772030
1943.9573174; 89650.3351429; 43160.8535346; -2.1395397; 0.0923646; 8.1105584; 0.6391338
1945.9572735; 89652.0600174; 43159.9909825; -1.9166451; 0.1295380; 8.2666581; 0.0655006
1947.9572296; 89653.9611370; 43159.5501728; -1.6933399; 0.0919908; 8.2824895; -1.0143691
1949.9571856; 89656.0047807; 43159.4587649; -1.5494220; 0.0584983; 8.0338189; -1.7265948
1951.9571417; 89658.0108943; 43159.6247845; -1.4206297; 0.0784977; 7.5918389; -2.4951023
1953.9570978; 89660.0487271; 43160.1455591; -1.2003357; 0.1412333; 6.9033201; -1.0244016
1955.9570539; 89661.6338741; 43161.1146654; -0.8052951; 0.2258949; 6.5998721; 1.8233909
1957.9570100; 89662.8272578; 43162.5971512; -0.6068616; 0.0538502; 7.1310389; 2.7230839
1959.9569661; 89663.9335201; 43164.3862259; -0.5037787; 0.0406919; 7.8577231; -3.1379802
1961.9569222; 89664.8642614; 43166.2025007; -0.4520977; 0.0138918; 7.0137128; -4.0549171
1963.9568783; 89665.7951113; 43168.1008414; -0.5090766; -0.1423827; 5.7421994; -2.3164178
1965.9568343; 89667.0333861; 43169.2475273; -1.2911849; -0.4422368; 4.8690231; 1.4114093
1967.9567904; 89669.0337412; 43169.4509447; -1.5342187; -0.0515618; 5.4178316; 2.8608086
1969.9567465; 89671.1117293; 43169.3745058; -1.7040164; -0.1201989; 6.3871655; 2.1302589
1971.9567026; 89673.0632611; 43168.8624713; -1.9433926; -0.1059134; 7.0225872; 2.0136536
1973.9566587; 89674.8307883; 43167.9670032; -2.1297489; -0.0889844; 7.5743758; 1.6965688
1975.9566148; 89676.4208528; 43166.7644433; -2.3056535; -0.0853452; 8.0098249; 1.4772284
1977.9565709; 89677.7843264; 43165.3043047; -2.4777751; -0.0919010; 8.3705483; 1.3889212
1979.9565270; 89678.8576421; 43163.6085101; -2.6845611; -0.1114076; 8.6960704; 1.1076612
1981.9564830; 89679.5395892; 43161.7208338; -2.9047538; -0.1099385; 8.9471889; 0.9587536
1983.9564391; 89679.7887554; 43159.7371715; -3.1268849; -0.1048095; 9.1589912; 0.8180648
1985.9563952; 89679.6265379; 43157.7641284; 2.9701912; -0.0834735; 9.3359149; 0.6376117
1987.9563513; 89679.1123981; 43155.8184785; 2.7930524; -0.0931680; 9.4715203; -0.5597297
1989.9563074; 89678.2590552; 43154.0254952; 2.6014615; -0.0941245; 9.3525840; -1.4758431
1991.9562635; 89677.0888434; 43152.4169428; 2.4290328; -0.0801829; 9.0314774; -1.8853903
1993.9562196; 89675.6663095; 43151.0119583; 2.2717144; -0.0778644; 8.6038473; 0.1304558
1995.9561757; 89674.0425648; 43149.8375046; 2.1271493; -0.0649180; 8.6341184; 0.8387330
1997.9561318; 89672.2823459; 43148.8872851; 2.0072288; -0.0563176; 8.8262596; 1.5292747
1999.9560878; 89670.4379717; 43148.1442646; 1.9031857; -0.0472226; 9.1662328; 3.5205110
2001.9560439; 89668.5323444; 43147.5726473; 1.8278341; -0.0276356; 9.9046231; -0.7900162
2003.9560000; 89666.6124886; 43147.1088896; 1.7952625; -0.0056284; 9.7437961; -2.4655813
2005.9559561; 89664.6189602; 43146.6530468; 1.8012647; 0.0098160; 9.2238525; -3.1511763
2007.9559122; 89662.6605168; 43146.1645078; 1.8341268; 0.0246554; 8.5132265; -5.0885004
2009.9558683; 89660.6871603; 43145.5497858; 1.9315943; 0.0837156; 7.2195202; -3.6041277
2011.9558244; 89658.9897860; 43144.6527899; 2.2402568; 0.2570501; 6.1404623; 0.4269973
2013.9557805; 89657.8585191; 43143.1417633; 2.7244014; 0.1614373; 6.2779956; 2.9715731
2015.9557365; 89657.2147150; 43141.1835055; 2.8753668; 0.0206041; 7.1623502; 2.3673425
2017.9556926; 89656.7290162; 43139.2541974; 2.9146369; 0.0206896; 7.7954104; 2.9867527
2019.9556487; 89656.3193542; 43137.2615159; 2.9679418; 0.0346880; 8.5273191; 3.6774879
2021.9556048; 89656.0553915; 43135.2939767; 3.0538814; 0.0507345; 9.3501230; -0.1777323
2023.9555609; 89655.9482404; 43133.2759609; 3.1060542; 0.0001921; 9.3120291; -1.8142169
2025.9555170; 89655.8412283; 43131.2761207; 3.0554106; -0.0431595; 8.9138756; -3.4769007
2027.9554731; 89655.5718774; 43129.3188398; 2.9475077; -0.0632313; 8.0962881; -4.5539763
2029.9554292; 89655.0525759; 43127.3850149; 2.8049960; -0.0812399; 6.8799982; -1.6162054
2031.9553852; 89654.2191769; 43125.5675300; 2.6035372; -0.1234846; 6.3929410; 0.7364290
2033.9553413; 89652.9982624; 43124.0309594; 2.3312552; -0.1397528; 6.6193162; 2.5249551
2035.9552974; 89651.3751332; 43122.8540743; 2.0739787; -0.1130422; 7.3426797; 1.8173264
2037.9552535; 89649.5386843; 43122.0807887; 1.8703322; -0.0957953; 7.8220260; 1.5619485
2039.9552096; 89647.5702844; 43121.6719982; 1.6837146; -0.0881279; 8.2116836; 1.4274559
2041.9551657; 89645.5679345; 43121.6194041; 1.5115106; -0.0840995; 8.5522772; 1.2899507
2043.9551218; 89643.5884545; 43121.9015752; 1.3485689; -0.0791091; 8.8487929; 1.4443742
2045.9550779; 89641.6750756; 43122.4927154; 1.1967475; -0.0707072; 9.1694332; 1.6534486
2047.9550339; 89639.8704461; 43123.3454193; 1.0651124; -0.0611286; 9.5232428; 2.1732123
2049.9549900; 89638.1785613; 43124.4136564; 0.9538416; -0.0499947; 9.9691932; 2.8935733
2051.9549461; 89636.6053317; 43125.6459670; 0.8602077; -0.0447834; 10.5337008; 3.5932281
2053.9549022; 89635.1572451; 43127.0030272; 0.7782305; -0.0361490; 11.1951529; 4.4107973
2055.9548583; 89633.7945542; 43128.4754655; 0.7200537; -0.0216749; 11.9571840; 5.4290646
2057.9548144; 89632.5104177; 43129.9927098; 0.6882263; -0.0109411; 12.8331614; 6.1192691
2059.9547705; 89631.2473541; 43131.5545525; 0.6739096; -0.0046528; 13.7537839; 6.8362084
2061.9547266; 89630.0018575; 43133.1252916; 0.6680787; -0.0012334; 14.7143061; 7.5691815
2063.9546826; 89628.7649344; 43134.6960354; 0.6662482; -0.0005979; 15.7094515; 7.7251958
2065.9546387; 89627.5292510; 43136.2689201; 0.6659659; 0.0005918; 16.6639422; 7.8275619
2067.9545948; 89626.2915513; 43137.8403947; 0.6688862; 0.0023289; 17.5782971; 7.6882943
2069.9545509; 89625.0476194; 43139.4082482; 0.6719805; 0.0007391; 18.4322823; -0.3689205
2071.9545070; 89623.8015516; 43140.9740521; 0.6718128; -0.0009318; 18.3922098; -8.8828344
2073.9544631; 89622.5606565; 43142.5393653; 0.6682054; -0.0026906; 17.3995065; -9.6996605
2075.9544192; 89621.3248798; 43144.1167232; 0.6599542; -0.0055884; 16.2463853; -8.9521425
2077.9543753; 89620.1102217; 43145.7029083; 0.6467092; -0.0067041; 15.1042130; -8.2023639
2079.9543314; 89618.9167359; 43147.3047873; 0.6342727; -0.0060006; 13.9759978; -7.4593467
2081.9542874; 89617.7500329; 43148.9206807; 0.6135743; -0.0145716; 12.8643610; -6.4721663
2083.9542435; 89616.6289532; 43150.5731850; 0.5746614; -0.0262561; 11.8154004; -5.6270891
2085.9541996; 89615.5899943; 43152.2934126; 0.5071305; -0.0406911; 10.8210824; -4.5190542
2087.9541557; 89614.6970317; 43154.0825608; 0.4149441; -0.0520415; 9.9508796; -3.8897511
2089.9541118; 89613.9897543; 43155.9744800; 0.2961700; -0.0653533; 9.1357179; -3.3017351
2091.9540679; 89613.5485817; 43157.9045908; 0.1447626; -0.0913686; 8.3818072; -5.3608094
2093.9540240; 89613.4820417; 43159.9080802; -0.0983352; -0.1491394; 6.9865532; -2.5234428
2095.9539801; 89613.9803548; 43161.8445107; -0.3941729; -0.1246448; 6.2224091; -0.8712498
2097.9539361; 89614.9726050; 43163.6040633; -0.6347515; -0.1342595; 5.9357773; -0.5075031
2099.9538922; 89616.3549398; 43164.9580810; -0.9955206; -0.2703487; 5.7622465; 2.0547188
2101.9538483; 89618.2569678; 43165.4600606; -1.5933551; -0.1954424; 6.4360065; 1.3563362
2103.9538044; 89620.1729815; 43165.1577635; -1.8317842; -0.0934831; 6.8445164; 1.3265516
2105.9537605; 89622.1208165; 43164.4223463; -2.0356642; -0.1005233; 7.2217377; 1.2699624
2107.9537166; 89623.7974728; 43163.3652420; -2.2280702; -0.0917874; 7.5652649; 1.5845578
2109.9536727; 89625.2654215; 43162.0109964; -2.4000067; -0.0803374; 7.9731628; 1.9232803
2111.9536288; 89626.4964089; 43160.4412101; -2.5490503; -0.0673593; 8.4418172; 2.4952883
2113.9535848; 89627.5090511; 43158.7185288; -2.6650367; -0.0486456; 9.0136126; 3.5198761
2115.9535409; 89628.3489730; 43156.9041858; -2.7457770; -0.0326003; 9.7634219; 4.3468998
2117.9534970; 89629.0691267; 43155.0378178; -2.7960886; -0.0185698; 10.6165731; 5.6816310
2119.9534531; 89629.7182062; 43153.1461481; -2.8224080; -0.0077285; 11.6377682; 5.9639955
2121.9534092; 89630.3391007; 43151.2423187; -2.8262728; 0.0041509; 12.6211373; 3.7328075
2123.9533653; 89630.9745159; 43149.3478036; -2.8057632; 0.0151271; 13.1993943; -6.8151594
2125.9533214; 89631.6647145; 43147.4705964; -2.7713972; 0.0192073; 12.1228697; -5.1560200
2127.9532775; 89632.4291218; 43145.6202037; -2.7244762; 0.0299061; 11.2401221; -4.1960433
2129.9532335; 89633.2999639; 43143.8257780; -2.6504217; 0.0424523; 10.4669260; -3.5032251
2131.9531896; 89634.3145397; 43142.1074084; -2.5665903; 0.0408653; 9.7746584; -2.9828516
2133.9531457; 89635.4608869; 43140.4861942; -2.4840861; 0.0446408; 9.1440036; -3.0453697
2135.9531018; 89636.7702983; 43138.9466687; -2.3863010; 0.0612272; 8.4517212; -5.0576491
2137.9530579; 89638.2811976; 43137.6198422; -2.1590069; 0.1735907; 7.1555181; -2.4501167
2139.9530140; 89640.1173695; 43136.8831039; -1.7444943; 0.1859664; 6.4343754; -0.8403046
2141.9529701; 89642.1041660; 43136.8659607; -1.4287110; 0.1445055; 6.1676610; -0.7814508
2143.9529262; 89644.0319466; 43137.4465031; -1.1255317; 0.1514539; 5.9088330; -0.3368823
2145.9528823; 89645.6910800; 43138.5774025; -0.8140288; 0.1686346; 5.7936869; 0.8322312
2147.9528383; 89646.8033981; 43140.1258793; -0.3899386; 0.2786412; 6.0741798; 1.7135756
2149.9527944; 89647.1057468; 43142.0547149; 0.0214023; 0.1240497; 6.6143641; 1.5201293
2151.9527505; 89646.8500377; 43144.0984726; 0.2130211; 0.0791570; 7.0590506; 2.1513502
2153.9527066; 89646.2884711; 43146.0284164; 0.3424915; 0.0482706; 7.6443055; 2.8289754
2155.9526627; 89645.5453577; 43147.8830341; 0.4136077; 0.0312230; 8.3517100; 3.8101569
2157.9526188; 89644.6856670; 43149.6843020; 0.4772952; 0.0321372; 9.2190755; 5.1540115
2159.9525749; 89643.7168726; 43151.4302839; 0.5323675; 0.0223691; 10.2765241; 5.9752405
2161.9525310; 89642.6667207; 43153.1372273; 0.5678238; 0.0138704; 11.3801311; 6.8490209
2163.9524870; 89641.5717956; 43154.8099916; 0.5892131; 0.0075289; 12.5260874; 7.0874078
2165.9524431; 89640.4475290; 43156.4680388; 0.6020956; 0.0059011; 13.6107265; 7.1744273
2167.9523992; 89639.3059067; 43158.1094756; 0.6131942; 0.0056885; 14.6269940; 6.9151324
2169.9523553; 89638.1464011; 43159.7362338; 0.6256723; 0.0068161; 15.5437729; 6.2343423
2171.9523114; 89636.9637665; 43161.3493150; 0.6396289; 0.0070072; 16.3262273; 3.2511416
2173.9522675; 89635.7637806; 43162.9391329; 0.6533558; 0.0065484; 16.7197482; -0.9872839
2175.9522236; 89634.5354209; 43164.5234034; 0.6652769; 0.0052928; 16.6012328; -6.5173331
2177.9521797; 89633.2932161; 43166.0827808; 0.6826383; 0.0126068; 15.7965873; -6.3866437
2179.9521357; 89632.0000713; 43167.6251024; 0.7141657; 0.0160448; 14.9661671; -5.8583617
2181.9520918; 89630.6686478; 43169.1148748; 0.7437096; 0.0136906; 14.1616815; -5.3273823
2183.9520479; 89629.2702978; 43170.5978552; 0.7663882; 0.0082014; 13.3882098; -5.2650663
2185.9520040; 89627.8901149; 43172.0097025; 0.7873987; 0.0275373; 12.5771364; -5.4856960
2187.9519601; 89626.4439677; 43173.3316392; 0.8848009; 0.0583776; 11.6722773; -6.2708753
2189.9519162; 89624.8570376; 43174.5093957; 0.9704130; 0.0298744; 10.5432020; -6.2289717
